Kenteken,"As nummer","Aantal assen","Aangedreven as",Hefas,"Plaatscode as",Spoorbreedte,"Weggedrag code","Wettelijk toegestane maximum aslast","Technisch toegestane maximum aslast"
TD253F,2,2,,,A,151,,1010,1010
SV284D,1,2,,,V,159,,1060,1060
86BKDZ,2,2,,,A,172,,2120,
TB320R,2,2,,,A,141,,760,760
SZ349H,1,2,,,V,161,,1055,1055
TB510G,1,2,,,V,150,,900,900
RZ772G,1,2,,,V,158,,1300,
RT460T,1,2,,,V,142,,695,
SZ246F,2,2,,,A,141,,640,
SZ473Z,1,2,,,V,150,,800,800
SZ328X,2,2,,,A,163,,1200,1200
TB318X,2,2,,,A,141,,640,
TB033Z,2,2,,,A,151,,893,893
SX880G,2,2,,,A,148,,750,750
SX456F,2,2,,,A,142,,695,695
V810PT,2,2,,,A,153,,1450,1450
TB282V,2,2,,,A,148,,800,800
TB018K,1,2,,,V,158,,1080,1080
SX330G,2,2,,,A,159,,980,980
V445PZ,1,2,,,V,177,,1800,1800
TB316X,1,2,,,V,157,,965,
TB071K,2,2,,,A,154,,905,905
TD930G,2,2,,,A,154,,990,
SP618F,1,2,,,V,160,,1150,1150
SZ319S,2,2,,,A,163,,1145,1145
TB487G,1,2,,,V,150,,900,900
SP036F,2,2,,,A,150,,880,880
TB971G,1,2,,,V,155,,1100,
86HKN3,1,2,,,V,157,,1191,
OR75KG,1,3,,N,A,,,9000,9000
TD199K,2,2,,,A,155,,1330,
TB102Z,1,2,,,V,153,,961,961
SZ773J,2,2,,,A,144,,780,780
TD213F,2,2,,,A,140,,640,
V494NK,1,2,,N,V,174,,1900,1900
TB061G,1,2,,,V,141,,740,740
SX531K,1,2,,,V,140,,810,
V287PT,1,2,,N,V,181,,1850,1850
V284PT,1,2,,N,V,175,,1650,1650
TB092G,2,2,,,A,159,,1100,1100
TB184R,2,2,,,A,147,,830,830
V961PS,2,2,,,A,153,,1240,1240
SK639S,1,2,,,V,156,,980,
SG261T,2,2,,,A,161,,1375,
01BGF7,3,3,J,N,A,,G,11500,11500
SZ454T,2,2,,,A,152,,867,867
OR12KH,1,3,,N,A,,,9000,9000
TB001S,1,2,,,V,150,,860,860
TB903J,2,2,,,A,148,,830,830
TB044V,2,2,,,A,148,,800,800
SX603B,1,2,,,V,159,,1020,1020
SZ529Z,1,2,,,V,161,,1175,1175
TD699G,1,2,,,V,148,,885,
SK564F,1,2,,,V,152,,940,940
RX792V,2,2,,,A,152,,990,990
SZ912F,2,2,,,A,158,,963,963
TB034Z,1,2,,,V,150,,850,850
TB673Z,2,2,,,A,157,,1220,1220
06BLB8,1,2,N,N,V,,,7500,7500
TD631F,2,2,,,A,141,,720,720
TD160K,1,2,,,V,141,,770,
TB978V,1,2,,,V,153,,920,920
OR07KK,1,3,,N,A,,,9000,9000
SZ978L,2,2,,,A,198,,2000,
TB705L,1,2,,,V,156,,995,995
38WSSG,1,2,,N,A,,,1750,1750
V833PX,2,2,,N,A,152,,2300,2300
SZ237Z,1,2,,,V,162,,1140,1140
RH267K,1,2,,,V,181,,1850,1850
V865PX,1,2,,,V,177,,1800,1800
TB509R,2,2,,,A,155,,990,990
89WSSN,2,2,,N,A,,,1750,1750
SZ482V,1,2,,,V,158,,1040,1040
SZ257L,1,2,,,V,155,,1070,1070
V847KX,2,2,N,,A,153,,1230,1230
SX511P,1,2,,,V,147,,800,
SX943X,1,2,,,V,154,,865,
OR62KH,2,3,,N,A,,,9000,9000
SZ293S,2,2,,,A,150,,880,880
OR59KG,3,3,,N,A,,,9000,9000
05BLD2,1,3,N,N,V,,,8000,8000
TB019Z,1,2,,,V,153,,887,887
SZ073L,1,2,,,V,147,,860,860
OR53KH,3,3,,J,A,,,9000,9000
43HPH9,2,2,,,,159,,1300,1300
51BKX4,2,2,J,N,A,,G,11500,13000
TD987J,1,2,,,V,143,,755,
SZ700G,2,2,,,A,150,,990,990
TD321B,1,2,,,V,160,,1040,1040
TB101B,1,2,,,V,154,,1035,
V958PZ,2,2,,,A,174,,1590,1590
SZ839V,2,2,,,A,159,,1175,1175
VP024D,1,2,J,N,V,152,,1080,
SZ720Z,1,2,,,V,164,,1190,1190
OR84KJ,3,3,,N,A,,,9000,9000
SG159N,1,2,,,V,150,,935,
TD598G,1,2,,,V,161,,1075,
76BLB3,1,3,N,N,V,,,7500,7500
77WSSJ,2,3,,J,A,,,10000,10000
SZ697V,1,2,,,V,166,,1365,1365
TD247B,2,2,,,A,152,,760,760
OR14KK,3,3,,N,A,,,9000,9000
SZ099Z,1,2,,,V,154,,905,905
TD267G,1,2,,,V,164,,1295,1295
SV152J,1,2,,,V,149,,965,
SZ356G,1,2,,,V,155,,1015,1015
V003LZ,1,2,,N,V,162,,1585,1585
TB710R,2,2,,,A,154,,1110,1110
V087RB,2,2,,,A,153,,1240,1240
OR73KG,3,3,,N,A,,,9000,9000
TB002Z,2,2,,,A,158,,1060,1060
TB829S,2,2,,,A,163,,1200,1200
SH028S,2,2,,,A,149,,875,875
62WSNS,1,2,,N,A,,,1000,1000
SX878N,2,2,,,A,144,,820,820
TD924G,2,2,,,A,141,,640,
TB666N,2,2,,,A,152,,980,980
TB001Z,1,2,,,V,160,,1080,1080
SV585J,1,2,,,V,153,,1020,1020
SJ745X,2,2,,,A,141,,695,
SZ348H,2,2,,,A,156,,1035,1035
TD913J,1,2,,,V,159,,1190,
V045PK,1,2,,,V,163,,1500,1500
V078PZ,1,2,,N,V,174,,1900,1900
V867PX,2,2,,,A,154,,1300,1300
TD713G,1,2,,,V,151,,970,
SB508L,2,2,,,A,159,,1180,
TD238B,1,2,,,V,142,,700,700
TD295B,1,2,,,V,155,,1070,1070
SZ699V,2,2,,,A,150,,950,950
60BKS6,1,3,N,N,V,,,7500,7500
V824PS,1,2,,,V,174,,1900,1900
78WSPD,1,2,,N,A,,,1350,1350
SZ206R,1,2,,,V,155,,1070,1070
TD321B,2,2,,,A,163,,1070,1070
OR13KB,1,3,,N,A,,,9000,9000
30BJG7,1,3,N,,V,,,7500,7500
TB238T,1,2,,,V,161,,1045,1045
TD753G,1,2,,,V,163,,1215,
37WSST,2,2,,N,A,,,10000,10000
V333PX,2,2,,,A,162,,1800,1800
V212PX,1,2,,,V,105,,1100,1100
SZ609Z,2,2,,,A,150,,980,980
TD140K,1,2,,,V,156,,1005,
TB118F,2,2,,,A,150,,880,880
SZ311K,1,2,,,V,154,,920,920
SJ047B,2,2,,,A,157,,1000,1000
SX193B,1,2,,,V,156,,1040,1040
SZ771Z,2,2,,,A,141,,695,
JF569Z,1,2,,,V,144,,755,
TD240F,2,2,,,A,159,,1062,1062
SZ586R,1,2,,,V,157,,755,755
SZ183X,1,2,,,V,139,,740,740
PD270K,1,2,,,V,143,,680,
TB747D,1,2,,,V,154,,970,970
SN249V,1,2,,,V,153,,935,935
SX419F,2,2,,,A,170,,1450,1450
SX295P,2,2,,,A,141,,640,
TD617F,1,2,,,V,142,,695,
TD546G,2,2,,,A,157,,1070,
TB339L,1,2,,,V,141,,740,740
TD466D,1,2,,,V,181,,1850,
TB963X,2,2,,,A,163,,1150,1150
TB903J,1,2,,,V,150,,970,970
SZ549Z,1,2,,,V,141,,710,710
SR362N,2,2,,,A,152,,860,860
TB509G,1,2,,,V,150,,900,900
TB435G,2,2,,,A,156,,1205,1205
35WSPH,2,2,,N,A,,,1400,1400
TB965S,2,2,,,A,140,,720,720
BVHD25,2,2,J,N,A,,A,5000,5000
OR25JT,2,3,,N,A,,,9000,9000
SZ303T,2,2,,,A,155,,1000,1000
TD252F,1,2,,,V,155,,1050,
TB443X,1,2,,,V,153,,961,
TB931B,1,2,,,V,150,,850,850
TD999B,1,2,,,V,155,,1065,
TB634P,2,2,,,A,160,,1294,1294
TB042Z,1,2,,,V,150,,850,850
RZ132X,1,2,,,V,154,,1095,
SZ892H,1,2,,,V,149,,900,
TD638G,2,2,,,A,147,,715,
SX712J,1,2,,,V,154,,1040,1040
TB782D,2,2,,,A,144,,820,820
TB074K,1,2,,,V,153,,920,920
SZ344V,2,2,,,A,153,,930,930
V241PX,1,2,,,V,152,,1080,1080
TB404D,2,2,,,A,156,,1080,1080
SN387T,1,2,,,V,151,,881,881
SZ610Z,1,2,,,V,141,,710,710
TB712L,1,2,,,V,139,,740,740
TB344X,2,2,,,A,156,,910,
TB454G,2,2,,,A,156,,1030,1030
TB941G,2,2,,,A,198,,2000,
SX465F,2,2,,,A,147,,860,860
SX010T,1,2,,,V,151,,920,
SZ773J,1,2,,,V,143,,600,600
61BLB7,1,3,N,N,V,,,9000,9000
TB687J,2,2,,,A,155,,950,950
V162PL,2,2,,,A,153,,1070,1070
SZ698V,1,2,,,V,153,,870,870
SB070G,2,2,,,A,198,,2000,
PK656X,2,2,,,A,155,,940,
SX254K,1,2,,,V,163,,1350,1350
OR65KH,1,3,,N,A,,,9000,9000
V157PX,1,2,,,V,152,,1125,1125
SZ272L,2,2,,,A,156,,940,940
SZ358V,1,2,,,V,153,,1020,1020
OR56KH,1,3,,N,A,,,9000,9000
V436RB,2,2,,N,A,165,,1550,1550
V890PG,2,2,,,A,163,,1400,1400
SZ417K,2,2,,,A,156,,1220,1220
SR061N,2,2,,,A,157,,960,960
SZ347K,1,2,,,V,150,,860,860
SX766N,1,2,,,V,142,,695,695
SK947N,1,2,,,V,160,,1050,
RV815K,2,2,,,A,152,,970,
TB986D,1,2,,,V,150,,900,900
TB603G,1,2,,,V,149,,720,720
SZ216B,2,2,,,A,148,,785,785
V900PH,1,2,,N,V,151,,1050,1050
4604NR,1,2,,,V,126,,,
TB722L,1,2,,,V,139,,740,740
TB024G,2,2,,,A,157,,990,990
SV306Z,2,2,,,A,148,,790,790
SX212B,1,2,,,V,154,,970,970
SZ702V,2,2,,,A,148,,770,770
TB592J,2,2,,,A,161,,1285,1285
V683PV,1,2,,N,V,149,,995,995
91WRZT,1,2,,N,A,,,1500,1500
V900PZ,1,2,,,V,150,,915,915
63BLB7,3,3,N,N,A,,,7500,7500
SZ446T,2,2,,,A,149,,800,800
TD552B,2,2,,,A,150,,800,800
TB493N,2,2,,,A,154,,970,970
TD129F,1,2,,,V,158,,1125,1125
TB109F,1,2,,,V,153,,1020,1020
TB014B,1,2,,,V,154,,1050,
V216PZ,2,2,,,A,162,,1800,1800
TB093P,1,2,,,V,147,,750,
TB381G,1,2,,,V,159,,765,765
SK337K,1,2,,,V,155,,980,
TD566B,1,2,,,V,156,,1020,1020
SZ703T,2,2,,,A,157,,1150,1150
TB674N,2,2,,,A,152,,980,980
47WRTN,2,2,,N,A,,,1000,1000
52WSFX,2,2,,N,A,,,1350,1350
SZ865N,1,2,,,V,153,,887,887
TB286F,2,2,,,A,147,,790,790
V444PZ,1,2,,,V,177,,1800,1800
TB239D,1,2,,,V,167,,1190,1190
TB839H,2,2,,,A,158,,1070,1070
SZ191K,2,2,,,A,165,,1270,1270
SZ420Z,2,2,,,A,158,,1055,1055
SK533K,2,2,,,A,157,,1120,
SK724Z,1,2,,,V,160,,1150,1150
SK821V,2,2,,,A,158,,1245,
TB149K,2,2,,,A,152,,980,980
V023RB,1,2,,,V,151,,1120,1120
96WSSK,2,2,,N,A,,,1350,1350
RT819S,2,2,,,A,144,,820,820
TB255Z,1,2,,,V,148,,900,900
OR73JX,3,3,,N,A,,,9000,9000
SZ446H,2,2,,,A,140,,720,720
TD941J,2,2,,,A,157,,910,
TB083L,1,2,,,V,163,,1160,1160
83WSSV,1,2,,N,A,,,1750,1750
SZ699V,1,2,,,V,153,,870,870
TB044V,1,2,,,V,150,,860,860
TD304K,1,2,,,V,159,,1045,
TB606F,1,2,,,V,142,,700,700
SL610T,2,2,,,A,150,,700,700
SZ070L,2,2,,,A,146,,800,800
88WSSF,1,1,,N,A,,,1700,1700
TD232B,1,2,,,V,146,,690,690
V723NX,2,2,,,A,156,,1050,1050
SZ132Z,2,2,,,A,156,,1170,1170
SV809X,1,2,,,V,136,,725,
TD584G,2,2,,,A,165,,1550,
SZ864R,2,2,,,A,150,,850,850
TB110F,2,2,,,A,148,,850,850
V156PX,2,2,,,A,153,,1070,1070
SV464G,1,2,,,V,158,,1030,1030
OR74KJ,3,3,,N,A,,,9000,9000
SZ737F,2,2,,,A,158,,1050,1050
TD843J,1,2,,,V,148,,750,
TD026J,1,2,,,V,154,,1400,
V038PX,2,2,,N,A,176,,1590,1590
V618PX,1,2,,,V,173,,1625,1625
29WRZX,3,3,,N,A,,,1200,1200
TD296B,1,2,,,V,155,,1070,1070
TD135F,1,2,,,V,148,,790,790
TD290K,1,2,,,V,158,,975,
SL479T,2,2,,,A,150,,700,700
SR279V,1,2,,,V,164,,1190,1190
TB691L,2,2,,,A,150,,850,850
TD809J,2,2,,,A,151,,950,
TB689F,2,2,,,A,163,,1070,1070
TD904G,2,2,,,A,158,,1195,
TD511B,1,2,,,V,154,,1065,1065
46BLB9,5,5,N,J,A,,,10000,10000
TB065V,1,2,,,V,150,,860,860
TD673D,1,2,,,V,152,,740,740
TB661D,2,2,,,A,150,,880,880
SZ988X,1,2,,,V,161,,1060,1060
TB631L,1,2,,,V,152,,890,890
TB061F,1,2,,,V,158,,1060,1060
TB306J,2,2,,,A,157,,1150,1150
13WSTB,2,2,,N,A,,,1350,1350
OR41JP,1,3,,J,A,,,9000,9000
TD834J,2,2,,,A,158,,1145,
TB179X,2,2,,,A,163,,1275,
SZ562V,2,2,,,A,148,,770,770
TB997S,2,2,,,A,152,,860,860
TD698G,2,2,,,A,151,,1210,
SX764K,2,2,,,A,146,,780,
SV825X,1,2,,,V,149,,895,
55BLB9,2,2,J,N,A,,A,8000,8000
TD692G,1,2,,,V,151,,990,
TB358F,2,2,,,A,149,,860,860
TB962X,1,2,,,V,156,,920,920
SZ103Z,1,2,,,V,154,,970,970
TB329V,1,2,,,V,153,,900,900
25WSSG,1,2,,N,A,,,1500,1500
TD940J,2,2,,,A,152,,860,
V829PV,2,2,,,A,179,,2100,2100
SZ219V,2,2,,,A,142,,695,695
ST705X,2,2,,,A,159,,1045,1045
SZ505V,1,2,,,V,141,,710,710
TB644N,1,2,,,V,153,,1000,1000
SF095X,2,2,,,A,146,,770,770
TD622D,2,2,,,A,146,,770,
RJ197G,2,2,,,A,150,,940,940
TB445G,1,2,,,V,162,,1140,1140
SZ391L,2,2,,,A,156,,1205,1205
SZ056K,2,2,,,A,157,,920,920
SX844X,2,2,,,A,141,,695,
SX188N,1,2,,,V,160,,1150,1150
SZ072L,1,2,,,V,147,,860,860
SZ621L,2,2,,,A,152,,840,840
TD577G,2,2,,,A,146,,1045,
SN042J,2,2,,,A,147,,765,
OR23KJ,1,3,,J,A,,,9000,9000
TB118F,1,2,,,V,153,,890,890
SB673S,2,2,,,A,154,,830,
OR58KG,2,3,,N,A,,,9000,9000
TB224N,2,2,,,A,150,,900,900
87WSST,2,2,,N,A,,,900,900
OR01KH,2,3,,N,A,,,9000,9000
SZ867N,2,2,,,A,151,,876,876
21WSSN,1,1,,N,A,,,1200,1200
SZ732P,2,2,,,A,160,,1380,1380
TB976K,2,2,,,A,141,,720,720
V679PS,2,2,,N,A,173,,2100,2100
TD544B,2,2,,,A,142,,710,710
TD149K,1,2,,,V,167,,1310,
SZ671V,1,2,,,V,158,,1020,1020
OR48HX,3,3,,N,A,,,9000,9000
SZ383G,1,2,,,V,157,,1064,1064
TB462P,2,2,,,A,157,,1220,1220
TB827D,1,2,,,V,153,,900,900
SX456F,1,2,,,V,143,,695,695
OR10KK,1,3,,N,A,,,9000,9000
58WRXV,1,2,,N,A,,,1250,1250
SZ817N,1,2,,,V,156,,1070,1070
26WSHF,1,2,,N,A,,,1800,1800
TD225K,1,2,,,V,155,,1025,
SZ259L,1,2,,,V,155,,1070,1070
TD012B,1,2,,,V,156,,1100,1100
TB475B,1,2,,,V,150,,830,830
OR75FG,1,3,,N,A,,,9000,9000
47WSSH,1,1,,N,A,,,1400,1400
TB273H,1,2,,,V,148,,925,
TB509X,1,2,,,V,141,,770,
43BLB9,1,2,N,N,V,,,4480,4480
RG520N,1,2,,,V,143,,695,
TD027K,2,2,,,A,144,,910,
SX059H,2,2,,,A,136,,640,
SV270B,2,2,,,A,154,,1070,
SZ531B,1,2,,,V,153,,930,930
SL415T,1,2,,,V,149,,720,720
V327PJ,2,2,,N,A,161,,2800,2800
SX618N,2,2,,,A,149,,765,765
TD284K,1,2,,,V,164,,490,
SZ441Z,1,2,,,V,149,,720,720
NJ613H,2,2,,,A,143,,770,
OR07JT,2,3,,N,A,,,9000,9000
TD836G,1,2,,,V,143,,695,
TB953D,1,2,,,V,159,,1060,1060
TD162K,2,2,,,A,152,,900,
TD607G,1,2,,,V,156,,995,
SX769T,2,2,,,A,161,,1280,1280
V523KB,1,2,,N,V,151,,1130,1130
TB393X,2,2,,,A,152,,900,
TB036Z,1,2,,,V,150,,850,850
SL140G,1,2,,,V,155,,1030,1030
TB873D,1,2,,,V,153,,950,950
TB908N,1,2,,,V,141,,780,
RX792V,1,2,,,V,153,,910,910
08SRH5,2,2,,,,149,,1135,1135
SZ619H,2,2,,,A,150,,880,880
TB920V,1,2,,,V,158,,1080,1080
TD737G,1,2,,,V,141,,770,
OR66KH,3,3,,J,A,,,9000,9000
SZ779S,2,2,,,A,157,,1120,
SZ677Z,1,2,,,V,162,,1140,1140
SZ989F,2,2,,,A,144,,780,780
15WSSZ,1,1,,N,A,,,1800,1800
SX385T,1,2,,,V,148,,895,895
OR68KH,2,3,,N,A,,,9000,9000
93WSRH,1,2,,N,A,,,1350,1350
TB354P,1,2,,,V,159,,1050,
SZ864R,1,2,,,V,150,,900,900
ST892H,1,2,,,V,146,,895,895
SZ655L,1,2,,,V,141,,710,710
SZ469V,1,2,,,V,158,,1060,1060
TD215K,2,2,,,A,146,,770,
SB489L,2,2,,,A,143,,810,
TB827G,1,2,,,V,153,,955,955
V466PX,1,2,,N,V,167,,1550,1550
SZ134S,2,2,,,A,157,,970,970
V836PX,1,2,,N,V,171,,2000,2000
SZ488T,2,2,,,A,152,,851,851
TD051K,1,2,,,V,155,,1020,
SZ273L,1,2,,,V,154,,905,905
OR54KG,2,3,,N,A,,,9000,9000
V319LH,1,2,,N,V,165,,1530,1530
SG998L,2,2,,,A,156,,880,
TD609B,2,2,,,A,168,,1800,1800
SH031D,1,2,,,V,156,,945,945
V222RD,1,2,,N,V,173,,1650,1650
TD078B,1,2,,,V,151,,920,920
V678PJ,2,2,,,A,163,,1720,1720
TB722Z,1,2,,,V,143,,695,695
TB992X,2,2,,,A,160,,1294,1294
TD327K,1,2,,,V,155,,1070,
PD270K,2,2,,,A,142,,640,
TB480R,2,2,,,A,147,,825,825
TB031Z,2,2,,,A,151,,893,893
SN019P,1,2,,,V,146,,810,
TB958K,2,2,,,A,153,,760,760
SX095F,1,2,,,V,150,,780,780
RJ203G,2,2,,,A,150,,965,965
V121LX,1,2,,N,V,174,,1900,1900
SX486R,1,2,,,V,141,,710,710
ST690S,2,2,,,A,148,,750,750
TB895H,2,2,,,A,156,,980,980
15BLD3,1,2,N,N,V,,,2500,2500
SZ489L,2,2,,,A,140,,720,720
SX504K,2,2,,,A,161,,1200,1200
JF569Z,2,2,,,A,142,,755,
SZ231X,2,2,,,A,157,,960,960
SF840L,1,2,,,V,150,,895,
50WSSF,1,1,,N,A,,,1350,1350
SN654V,2,2,,,A,148,,785,
TB108R,1,2,,,V,155,,1035,1035
TD062B,2,2,,,A,149,,860,860
SJ177D,2,2,,,A,152,,870,870
TB887J,2,2,,,A,156,,1070,1070
V494NK,2,2,,N,A,170,,2240,2240
SZ701D,1,2,,,V,152,,920,920
RZ093D,1,2,,,V,159,,1125,
V864PX,2,2,,,A,179,,2100,2100
V330PZ,1,2,,,V,173,,1575,1575
TB498D,2,2,,,A,165,,1550,1550
OR77FG,3,3,,N,A,,,9000,9000
RS452J,2,2,,,A,146,,780,
TB328V,2,2,,,A,150,,950,950
SV079P,2,2,,,A,147,,790,790
OR75KJ,3,3,,N,A,,,9000,9000
TB710R,1,2,,,V,153,,1110,1110
SR766L,1,2,,,V,154,,1050,1050
50BKT3,1,3,N,N,V,,,7500,7500
TB258V,2,2,,,A,141,,650,650
TB615R,2,2,,,A,160,,1360,1360
TB283T,1,2,,,V,148,,895,895
48YD75,2,2,,,A,151,,2200,
TB400X,1,2,,,V,155,,1010,
SH016V,2,2,,,A,146,,770,770
SZ762V,2,2,,,A,148,,790,790
V856RB,1,2,,,V,162,,1585,1585
TB713F,1,2,,,V,159,,1200,1200
TB969J,1,2,,,V,154,,980,980
TB966K,2,2,,,A,141,,720,720
SZ324V,1,2,,,V,150,,860,860
38BLD2,4,5,J,N,A,,G,11500,13000
TD883J,2,2,,,A,151,,910,
SL383H,1,2,,,V,146,,745,
SZ521P,1,2,,,V,150,,800,800
V213LP,2,2,,N,A,179,,2000,2000
TB601L,2,2,,,A,156,,1120,1120
17WSSJ,2,2,,N,A,,,1750,1750
V944PJ,1,2,,,V,177,,1800,1800
SZ584V,2,2,,,A,153,,930,930
22WSSF,1,2,,N,A,,,1000,1000
OR32KD,2,3,,N,A,,,9000,9000
OR08JZ,2,2,,N,A,,,10000,10000
SZ342L,2,2,,,A,165,,1585,1585
SR138S,1,2,,,V,154,,1055,1055
TB042P,1,2,,,V,154,,955,
SZ079L,1,2,,,V,147,,860,860
SR633K,1,2,,,V,139,,740,740
SZ254B,2,2,,,A,159,,1070,1070
TB399B,2,2,,,A,156,,970,970
TB739G,1,2,,,V,153,,910,910
SZ409L,1,2,,,V,156,,1020,1020
TD178F,2,2,,,A,157,,1240,
TB200R,2,2,,,A,154,,985,985
SZ601T,1,2,,,V,143,,600,600
29WSDR,2,2,,N,A,,,1500,1500
99WSRD,2,2,,N,A,,,1500,1500
V906RB,2,2,,N,A,164,,1470,1470
98WSRB,1,3,,N,A,,,1350,1350
TB988J,2,2,,,A,148,,800,800
OR62KH,1,3,,N,A,,,9000,9000
TB091L,1,2,,,V,160,,1130,1130
V999PS,1,2,,,V,173,,1750,1750
TD874J,2,2,,,A,153,,1000,
OR43KG,3,3,,N,A,,,9000,9000
SJ542J,1,2,,,V,154,,1065,
V214PZ,1,2,,N,V,181,,2100,2100
SX707J,2,2,,,A,151,,910,910
V487RD,2,2,J,N,A,,A,2800,3500
TD891J,2,2,,,A,144,,,
OR80KJ,2,3,,N,A,,,9000,9000
SZ797K,1,2,,,V,160,,1150,1150
SX929S,2,2,,,A,156,,970,
V033PR,2,2,,N,A,174,,2250,2250
TB795X,2,2,,,A,156,,970,970
SZ863R,2,2,,,A,150,,850,850
V727RB,1,2,,N,V,177,,1800,1800
V949PN,1,2,,N,V,154,,1075,1075
V190PX,2,2,,,A,174,,1415,1415
TB874D,2,2,,,A,150,,900,900
SR639L,2,2,,,A,198,,2000,
SZ505B,2,2,,,A,150,,950,950
SL742S,1,2,,,V,156,,1030,1030
TB226H,2,2,,,A,148,,770,
TB398S,1,2,,,V,147,,900,900
V246PZ,2,2,,,A,163,,1650,1650
TD220K,2,2,,,A,148,,765,
TB369B,1,2,,,V,153,,1035,1035
V875FV,2,2,,N,A,174,,2250,2250
TB997S,1,2,,,V,155,,1030,1030
V174NL,1,2,J,,V,162,,1600,1600
TD181K,1,2,,,V,155,,1030,
SZ707V,1,2,,,V,157,,970,970
TB666N,1,2,,,V,153,,920,920
OR81KJ,2,3,,N,A,,,9000,9000
32WSRB,1,1,,N,A,,,1500,1500
SZ667V,1,2,,,V,158,,1060,1060
V168PX,1,2,,,V,175,,1850,1850
SR389H,1,2,,,V,153,,900,
60BKZ1,2,2,J,N,A,,G,11500,13000
SZ565V,1,2,,,V,150,,900,900
SN913N,1,2,,,V,148,,920,
TB040T,1,2,,,V,158,,1100,1100
TD698G,1,2,,,V,150,,1100,
TB850P,1,2,,,V,160,,1080,1080
OR52KG,1,3,,N,A,,,9000,9000
SZ636Z,1,2,,,V,161,,1195,1195
TB649J,2,2,,,A,155,,930,930
TB244T,2,2,,,A,164,,1460,1460
TD846J,1,2,,,V,129,,610,
SZ851R,2,2,,,A,157,,1000,1000
SX710J,2,2,,,A,151,,910,910
TB714G,1,2,,,V,154,,1160,1160
TD109K,2,2,,,A,148,,785,
V324PG,1,2,,N,V,173,,1650,1650
TB838B,2,2,,,A,160,,1294,1294
TB860D,1,2,,,V,153,,900,900
V019LG,1,2,,N,V,172,,1815,1815
TB419G,2,2,,,A,156,,1205,1205
TD462G,1,2,,,V,154,,1350,
SZ556V,1,2,,,V,153,,890,890
TD666G,1,2,,,V,167,,1550,
SV146H,2,2,,,A,162,,1160,1160
79BLD2,1,2,N,N,V,,,4900,4900
TB243F,2,2,,,A,149,,870,870
SP158N,1,2,,,V,159,,1230,1230
OR68KH,1,3,,N,A,,,9000,9000
TB093G,1,2,,,V,158,,1100,1100
V396PX,2,2,,N,A,,,2800,3700
SZ056K,1,2,,,V,157,,1090,1090
TD075G,2,2,,,A,164,,1370,1370
40BLD2,1,2,N,N,V,,,3200,3200
TB978V,2,2,,,A,152,,980,980
TB103R,2,2,,,A,153,,1050,1050
TB074F,1,2,,,V,157,,1030,1030
TB539G,2,2,,,A,158,,960,960
TB811D,1,2,,,V,146,,850,850
SX723J,1,2,,,V,154,,1040,1040
SX215B,2,2,,,A,153,,930,930
SZ378J,1,2,,,V,151,,859,
TB839N,2,2,,,A,141,,695,
85WSRN,1,2,,N,A,,,1350,1350
TB219N,1,2,,,V,153,,940,940
SV646S,2,2,,,A,165,,1550,1550
SX493K,2,2,,,A,149,,860,860
TB064L,1,2,,,V,165,,1330,1330
TD672G,2,2,,,A,160,,1180,
V355PB,2,2,,,A,156,,1050,1050
TB266G,2,2,,,A,142,,710,710
TD955G,2,2,,,A,152,,880,
TB762S,1,2,,,V,152,,740,740
TB759S,2,2,,,A,152,,760,760
V798PS,2,2,,,A,173,,2250,2250
SZ019T,1,2,,,V,151,,940,
V736JR,2,2,,N,A,154,,1300,1300
TB810S,1,2,,,V,162,,1170,1170
TB402G,1,2,,,V,153,,935,935
TB128Z,1,2,,,V,150,,859,859
SZ187K,1,2,,,V,155,,1005,1005
SZ737F,1,2,,,V,158,,1030,1030
SX438T,1,2,,,V,153,,961,961
SX476D,1,2,,,V,154,,1175,
SH681D,1,2,,,V,155,,1015,1015
SZ602T,2,2,,,A,158,,1140,1140
OR06JT,3,3,,N,A,,,9000,9000
TD971G,1,2,,,V,139,,740,
29WSRX,1,1,,N,A,,,1350,1350
SN588V,2,2,,,A,148,,800,
SX999K,2,2,,,A,172,,1900,
RS813V,2,2,,,A,156,,1050,1050
TB028K,2,2,,,A,150,,880,880
SZ349H,2,2,,,A,163,,1400,1400
SZ265V,2,2,,,A,153,,930,930
37BLB6,1,3,N,N,V,213,,8000,8000
OR92JJ,2,2,,N,A,,,9000,9000
SZ734F,2,2,,,A,151,,852,852
RP260J,1,2,,,V,155,,1200,1200
V287PT,2,2,,N,A,180,,2000,2000
SK822D,2,2,,,A,153,,1010,1010
TB413N,1,2,,,V,158,,1090,1090
SZ485V,1,2,,,V,141,,710,710
SZ328X,1,2,,,V,163,,1160,1160
SZ239S,2,2,,,A,148,,800,800
TB026Z,1,2,,,V,153,,887,887
SZ865N,2,2,,,A,152,,851,851
TB970N,1,2,,,V,141,,770,
SZ081L,1,2,,,V,147,,860,860
TB063L,1,2,,,V,160,,1130,1130
V299PV,1,2,,,V,162,,1550,1550
SZ612K,2,2,,,A,198,,2000,2000
SZ808S,1,2,,,V,142,,695,
V260PZ,2,2,,,A,163,,1650,1650
V540PV,1,2,,,V,151,,1200,1200
TD907G,2,2,,,A,158,,770,
RJ387N,1,2,,,V,153,,950,
57WSSV,1,1,,N,A,,,1750,1750
SX209B,2,2,,,A,153,,930,930
TD829G,2,2,,,A,173,,2060,
SZ131N,1,2,,,V,153,,975,
