Kenteken,"Brandstof volgnummer","Brandstof omschrijving","Brandstofverbruik buiten de stad","Brandstofverbruik gecombineerd","Brandstofverbruik stad","CO2 uitstoot gecombineerd","CO2 uitstoot gewogen","Geluidsniveau rijdend","Geluidsniveau stationair",Emissieklasse,"Milieuklasse EG Goedkeuring (licht)","Milieuklasse EG Goedkeuring (zwaar)","Uitstoot deeltjes (licht)","Uitstoot deeltjes (zwaar)",Nettomaximumvermogen,"Nominaal continu maximumvermogen",Roetuitstoot,"Toerental geluidsniveau","Emissie deeltjes type1 wltp","Emissie co2 gecombineerd wltp","Emissie co2 gewogen gecombineerd wltp","Brandstof verbruik gecombineerd wltp","Brandstof verbruik gewogen gecombineerd wltp","Elektrisch verbruik enkel elektrisch wltp","Actie radius enkel elektrisch wltp","Actie radius enkel elektrisch stad wltp","Elektrisch verbruik extern opladen wltp","Actie radius extern opladen wltp","Actie radius extern opladen stad wltp","Max vermogen 15 minuten","Max vermogen 60 minuten","Netto max vermogen elektrisch","Klasse hybride elektrisch voertuig"
DTL86V,1,Benzine,,,,,,65,80,,"(EU) No 134/2014",,,,1.60,,,2750,,,,,,,,,,,,,,,
H504LV,1,Benzine,4.60,5.40,6.90,129,,71,85,4,70/220*2003/76B,,,,63.00,,,4500,,,,,,,,,,,,,,,
H034ST,1,Elektriciteit,,,,,,66,,Z,715/2007*2017/1347AX,,,,,90.00,,,,,,,,206.00,270,389,,,,,85.00,110.00,
97MFKN,1,Benzine,,,,,,,91,,,,,,35.00,,,4000,,,,,,,,,,,,,,,
MTLD36,1,Benzine,,,,,,,95,,,,,,34.00,,,2625,,,,,,,,,,,,,,,
H681TG,1,Diesel,3.70,4.00,4.60,105,,70,75,6,715/2007*2015/45W,,0.00103,,96.00,,0.51,3000,,,,,,,,,,,,,,,
02BPN2,1,Diesel,,,,,,79,90,6,,595/2009*64/2012A,,,382.00,,,1425,,,,,,,,,,,,,,,
VFZ77D,1,Diesel,,,,,,73,85,6,,595/2009*2018/932D,,,132.00,,0.53,2625,,,,,,,,,,,,,,,
31MLTH,1,Benzine,,,,,,76,91,,"134/2014 (2018/295)",,,,55.00,,,4000,,,,,,,,,,,,,,,
87MLTF,1,Benzine,,,,,,73,90,,,,,,51.00,,,4250,,,,,,,,,,,,,,,
H309TF,1,Benzine,,,,,,,,3,,,,,180.00,,,,,,,,,,,,,,,,,,
86MLTF,1,Benzine,,,,,,72,89,,,,,,45.00,,,3750,,,,,,,,,,,,,,,
H738TG,1,Benzine,,,,118,,66,71,6,715/2007*2018/1832DG,,,,96.00,,,3750,0.00,133,,,,,,,,,,,,,
DZK45T,1,Benzine,,,,,,70,85,,134/2014*2016/1824,,,,2.10,,,3600,,,,,,,,,,,,,,,
DZK91T,1,Benzine,,,,,,65,75,,"EU no 134/2014 as amended 2016/1824",,,,1.90,,,3250,,,,,,,,,,,,,,,
VFZ53R,1,Diesel,7.60,8.80,10.70,231,,71,80,6,,595/2009*2018/932D,,,140.00,,,2850,,,,,,,,,,,,,,,
VFG60P,1,Diesel,4.20,4.40,4.80,115,,71,72,5,715/2007*2015/45L,,0.00045,,70.00,,0.50,2700,,,,,,,,,,,,,,,
DZK65B,1,Benzine,,,,,,66,78,,"EU no 134/2014 as amended 2016/1824",,,,1.70,,,3250,,,,,,,,,,,,,,,
H273TK,1,Diesel,4.20,4.40,4.60,115,,72,73,6,715/2007*136/2014W,,0.00012,,88.00,,0.52,3000,,,,,,,,,,,,,,,
BE9614,1,Benzine,,,,,,,,0,,,,,107.00,,,,,,,,,,,,,,,,,,
DZL30K,1,Benzine,,,,,,65,80,,"(EU) 218/295",,,,1.60,,,2750,,,,,,,,,,,,,,,
H346FN,1,Benzine,5.10,5.90,7.20,134,,68,85,6,715/2007*2016/646ZA,,0.00033,,141.00,,,3750,,,,,,,,,,,,,,,
34BPN2,1,Diesel,,,,,,75,90,6,,595/2009*2018/932D,,,345.00,,0.50,1350,,,,,,,,,,,,,,,
H256TJ,1,Benzine,4.40,5.20,6.60,121,,72,74,5,715/2007*692/2008A,,0.00140,,63.00,,,3600,,,,,,,,,,,,,,,
H232TF,1,Benzine,4.20,4.90,6.20,114,,72,79,5,715/2007*136/2014J,,,,66.00,,,3750,,,,,,,,,,,,,,,
H505SF,1,Diesel,4.00,4.40,5.10,116,,70,74,6,715/2007*2015/45W,,0.00083,,96.00,,0.51,3000,,,,,,,,,,,,,,,
H287TG,1,Benzine,4.90,5.50,6.60,129,,69,78,4,70/220*2003/76B,,,,74.00,,,3750,,,,,,,,,,,,,,,
H474TJ,1,Diesel,5.90,7.00,8.80,183,,70,75,5,715/2007*692/2008A,,0.00100,,225.00,,,3300,,,,,,,,,,,,,,,
H400LS,1,Elektriciteit,,,,,,70,,Z,715/2007*2018/1832AX,,,,,100.00,,,,,,,,149.00,409,531,,,,,,239.00,
H982TG,1,Benzine,5.20,5.90,7.10,139,,70,73,6,715/2007*2016/646W,,0.00014,,140.00,,,3750,,,,,,,,,,,,,,,
ZR302K,1,Benzine,5.80,7.30,10.00,169,,71,76,5,715/2007*692/2008A,,,,96.00,,,3750,,,,,,,,,,,,,,,
H018TD,1,Benzine,6.00,7.10,9.00,165,,73,83,6,715/2007*195/2013W,,0.00031,,221.00,,,3750,,,,,,,,,,,,,,,
DVF71K,1,Benzine,,,,,,71,81,,134/2014*2018/295,,,,2.40,,,3750,,,,,,,,,,,,,,,
DVF66K,1,Benzine,,,,,,71,81,,134/2014*2018/295,,,,2.40,,,3750,,,,,,,,,,,,,,,
H465SK,1,Benzine,6.00,6.80,8.20,158,,72,83,5,715/2007*566/2011F,,0.00030,,99.00,,,3750,,,,,,,,,,,,,,,
H877TB,1,Benzine,5.80,7.60,10.60,177,,74,80,6,715/2007*630/2012W,,0.00036,,245.00,,,3750,,,,,,,,,,,,,,,
H380TG,1,Benzine,5.40,6.60,8.70,154,,74,77,5,715/2007*692/2008A,,0.00170,,118.00,,,3800,,,,,,,,,,,,,,,
DZH52G,1,Elektriciteit,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,
H689SL,1,Elektriciteit,,,,,,68,,Z,715/2007*2018/1832AX,,,,,28.00,,,,,,,,147.00,484,660,,,,,,150.00,
G020BF,2,Elektriciteit,,,,,,,,Z,715/2007*2017/1154AG,,,,,37.00,,,,,,,,,,,,,,,37.00,53.00,NOVC-HEV
H198TK,1,Benzine,6.10,7.80,10.60,187,,74,88,4,70/220*2003/76B,,,,200.00,,,3750,,,,,,,,,,,,,,,
H962TD,1,Benzine,3.40,3.80,4.60,90,,73,83,6,715/2007*195/2013W,,,,63.00,,,4125,,,,,,,,,,,,,,,
G495NT,1,Benzine,3.90,4.50,5.40,103,,69,72,6,715/2007*136/2014W,,0.00240,,77.00,,,3750,,,,,,,,,,,,,,,
46NZR5,2,LPG,,8.40,,195,,,75,,,,,,149.00,,,3750,,,,,,,,,,,,,,,
H400JL,1,Benzine,4.70,5.90,8.00,139,,73,81,5,715/2007*566/2011F,,,,63.00,,,3750,,,,,,,,,,,,,,,
DZF02X,1,Benzine,,,,,,65,75,,"EU No 134/2014*2016/1824",,,,1.90,,,3250,,,,,,,,,,,,,,,
LX62RK,2,LPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H495RL,1,Elektriciteit,,,,,,68,,Z,715/2007*2018/1832AX,,,,,28.00,,,,,,,,154.00,449,619,,,,,,150.00,
DXR27J,1,Benzine,,,,,,66,77,,97/24*2006/27/5,,,,2.00,,,3500,,,,,,,,,,,,,,,
G434ZD,1,Benzine,4.30,5.20,6.60,121,,70,79,6,715/2007*2015/45W,,0.00088,,55.00,,,3750,,,,,,,,,,,,,,,
VFZ31T,1,Diesel,7.10,8.10,9.70,213,,,76,5,715/2007*692/2008F,,0.00023,,140.00,,0.50,2550,,,,,,,,,,,,,,,
8KGG01,1,Benzine,4.20,4.70,5.60,109,,,77,5,715/2007*566/2011J,,,,50.00,,,3750,,,,,,,,,,,,,,,
H333SN,1,Benzine,4.70,5.60,7.20,130,,73,75,6,715/2007*136/2014W,,0.00032,,90.00,,,3750,,,,,,,,,,,,,,,
H514SZ,1,Benzine,5.20,6.00,7.50,143,,71,83,4,70/220*2006/96B,,,,70.00,,,3900,,,,,,,,,,,,,,,
DVV92F,1,Benzine,,2.90,,65,,65,78,,134/2014*2016/1824A1,,,,2.70,,,4000,,,,,,,,,,,,,,,
H290SH,1,Elektriciteit,,,,,,70,,Z,715/2007*2018/1832AX,,,,,68.00,,,,,,,,186.00,263,372,,,,,68.00,105.00,
VFG56F,1,Benzine,6.00,6.80,8.10,158,,72,75,5,715/2007*692/2008D,,0.00246,,63.00,,,3600,,,,,,,,,,,,,,,
DZK62Z,1,Benzine,,,,,,71,77,,97/24*2006/27/5,,,,2.30,,,3250,,,,,,,,,,,,,,,
H193TK,1,Diesel,,,,,,77,86,6,,595/2009*2018/932D,,,350.00,,,1200,,,,,,,,,,,,,,,
H507FN,1,Benzine,4.70,5.50,7.00,125,,71,75,6,715/2007*2016/646W,,0.00210,,87.00,,,3750,,,,,,,,,,,,,,,
H720TD,1,Elektriciteit,,,,,,65,,Z,715/2007*2018/1832AX,,,,,75.00,,,,,,,,155.00,230,301,,,,,75.00,135.00,
10BPN2,1,Diesel,,,,,,76,88,6,,595/2009*2018/932D,,,175.00,,,1350,,,,,,,,,,,,,,,
DVV40S,1,Benzine,,,,,,66,78,,"EU no 134/2014 as amended 2016/1824",,,,1.70,,,3250,,,,,,,,,,,,,,,
H817SP,1,Benzine,4.90,5.90,7.60,138,,71,71,6,715/2007*136/2014W,,,,112.00,,,3750,,,,,,,,,,,,,,,
DZK06D,1,Elektriciteit,,,,,,59,,,,,,,,1.00,,,,,,,,,,,,,,,,,
DZK53T,1,Benzine,,,,,,65,80,,"(EU) 218/295",,,,1.60,,,2750,,,,,,,,,,,,,,,
H025TB,1,Elektriciteit,,,,,,66,,Z,715/2007*2017/1347AX,,,,,90.00,,,,,,,,206.00,270,389,,,,,85.00,110.00,
H372TG,1,Benzine,4.90,5.80,7.50,137,,70,73,5,715/2007*459/2012J,,,,74.00,,,3750,,,,,,,,,,,,,,,
DZK29F,1,Elektriciteit,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,
VFX26F,2,LPG,,,,357,,75,87,6,,,,,295.00,,,3750,,,,,,,,,,,,,,,
DZK79N,1,Elektriciteit,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,
74BTRD,1,Diesel,,,,,,,81,4,,,0.03000,,77.00,,,3000,,,,,,,,,,,,,,,
H516SX,1,Diesel,4.70,5.00,5.50,129,,74,76,6,715/2007*136/2014W,,0.00043,,150.00,,0.55,2850,,,,,,,,,,,,,,,
DSV32G,1,Benzine,,3.60,,82,,66,76,,134/2014*2016/1824,,,,2.20,,,3250,,,,,,,,,,,,,,,
H575TF,1,Benzine,4.70,5.40,6.50,124,,72,82,5,715/2007*692/2008A,,0.00234,,77.00,,,3750,,,,,,,,,,,,,,,
H242SP,1,Elektriciteit,,,,,,,,6,,,,,,10.10,,,,,,,,,,,,,,,,32.00,NOVC-HEV
DRJ31B,1,Benzine,,,,,,66,81,,134/2014*134/2014A1,,,,1.50,,,3125,,,,,,,,,,,,,,,
DZF22T,1,Benzine,,3.00,,67,,65,76,,134/2014*2016/1824A1,,,,2.70,,,4000,,,,,,,,,,,,,,,
G205PR,1,Benzine,4.50,5.50,7.30,128,,73,75,5,715/2007*692/2008F,,,,51.00,,,3500,,,,,,,,,,,,,,,
DZF71S,1,Benzine,,,,,,65,80,,"(EU) 218/295",,,,1.60,,,2750,,,,,,,,,,,,,,,
H492TB,1,Elektriciteit,,,,,,,,6,,,,,,29.00,,,,,,,,,,,,,,,,,NOVC-HEV
40MLTG,1,Benzine,,,,,,74,86,,134/2014*2016/1824A1,,,,22.80,,,4250,,,,,,,,,,,,,,,
H244SB,1,Benzine,6.70,8.20,10.80,194,,73,77,5,715/2007*566/2011F,,,,104.00,,,3750,,,,,,,,,,,,,,,
DTP98R,1,Benzine,,3.00,,67,,65,76,,134/2014*2016/1824,,,,2.70,,,4000,,,,,,,,,,,,,,,
H864TG,1,Benzine,4.50,5.60,7.40,129,,72,82,5,715/2007*692/2008A,,,,60.00,,,3750,,,,,,,,,,,,,,,
H356TG,1,Diesel,4.60,4.90,5.50,129,,71,75,5,715/2007*630/2012J,,0.00019,,150.00,,0.50,2375,,,,,,,,,,,,,,,
H775SX,1,Benzine,5.70,7.70,11.00,179,,70,83,6,715/2007*136/2014W,,0.00031,,225.00,,,3750,,,,,,,,,,,,,,,
H838SG,1,Benzine,5.30,6.30,8.10,145,,68,77,5,715/2007*692/2008A,,,,75.00,,,3750,,,,,,,,,,,,,,,
VFX49T,1,Diesel,8.00,8.10,8.30,213,,68,82,6,,595/2009*2018/932D,,,105.00,,,2850,,,,,,,,,,,,,,,
H059TF,1,Benzine,5.80,7.30,10.00,170,,75,81,5,715/2007*692/2008F,,0.00125,,155.00,,,3750,,,,,,,,,,,,,,,
DZL03G,1,Elektriciteit,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,
75MLTK,1,Benzine,,,,,,76,91,,,,,,74.00,,,3125,,,,,,,,,,,,,,,
H271SN,1,Benzine,4.90,5.70,7.20,133,,73,77,6,715/2007*2015/45W,,,,103.00,,,3750,,,,,,,,,,,,,,,
G182DT,1,Benzine,7.50,9.80,13.70,234,,73,83,4,70/220*2003/76B,,,,125.00,,,4500,,,,,,,,,,,,,,,
H747NV,1,Benzine,4.80,5.80,7.50,135,,71,77,5,715/2007*136/2014J,,0.00121,,121.00,,,3750,,,,,,,,,,,,,,,
H013TB,1,Elektriciteit,,,,,,,,6,,,,,,48.00,,,,,,,,,,,,,,,48.00,88.00,NOVC-HEV
DZB47H,1,Benzine,,2.60,,57,,66,76,,134/2014*2016/1824,,,,2.60,,,3250,,,,,,,,,,,,,,,
H704TG,1,Benzine,3.70,3.70,3.40,85,,73,74,5,715/2007*566/2011J,,,,55.00,,,2500,,,,,,,,,,,,,,,NOVC-HEV
H782SX,1,Benzine,4.80,5.40,6.70,124,,70,73,6,715/2007*2015/45W,,0.00013,,140.00,,,3750,,,,,,,,,,,,,,,
DZJ60T,1,Elektriciteit,,,,,,,,,"(EU) No 134/2014 including all amen",,,,,1.80,,,,,,,,,,,,,,,,,
H395TB,2,Elektriciteit,,,,,,,,6,715/2007*2018/1832AM,,,,,30.00,,,,,,,,,,,161.00,44,54,,8.00,60.00,OVC-HEV
VFZ49R,1,Diesel,8.00,8.10,8.30,213,,68,82,6,,595/2009*2018/932D,,,120.00,,,2850,,,,,,,,,,,,,,,
DZK27K,1,Elektriciteit,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,
G266VP,1,Benzine,5.30,6.50,8.60,151,,74,79,5,715/2007*566/2011J,,0.00297,,135.00,,,3750,,,,,,,,,,,,,,,
H248SK,1,Benzine,6.50,9.10,13.70,218,,74,82,4,70/220*2003/76B,,,,154.00,,,3975,,,,,,,,,,,,,,,
VDB31N,1,Diesel,5.50,6.30,7.60,165,,75,86,5,715/2007*195/2013M,,0.00070,,85.00,,0.51,2812,,,,,,,,,,,,,,,
VFZ43F,1,Diesel,7.60,7.80,8.10,204,,68,82,6,,595/2009*2018/932D,,,105.00,,,2850,,,,,,,,,,,,,,,
H088JH,2,LPG,,12.10,,293,,76,85,,,,,,170.00,,,4425,,,,,,,,,,,,,,,
DZK84H,1,Elektriciteit,,,,,,,,,,,,,,1.20,,,,,,,,,,,,,,,,,
VFD11K,1,Diesel,6.50,6.90,7.60,180,,73,82,6,715/2007*2016/646Y,,0.00063,,96.00,,0.50,2625,,,,,,,,,,,,,,,
H623TB,1,Benzine,6.00,7.20,9.30,168,,70,80,5,715/2007*566/2011F,,,,85.00,,,3750,,,,,,,,,,,,,,,
47VXN5,2,Benzine,,,,,,,,3,,,,,184.00,,,,,,,,,,,,,,,,,,
DZL06G,1,Benzine,,,,,,65,80,,"No 134/2014",,,,1.60,,,2750,,,,,,,,,,,,,,,
16MLPT,1,Benzine,,,,,,73,85,,134/2014*2018/295A1,,,,17.50,,,4125,,,,,,,,,,,,,,,
H118TF,1,Benzine,4.30,5.40,7.10,124,,70,79,5,715/2007*566/2011F,,,,60.00,,,3750,,,,,,,,,,,,,,,
H028RH,1,Benzine,4.20,5.00,6.30,116,,71,77,6,715/2007*2015/45W,,0.00035,,80.00,,,3300,,,,,,,,,,,,,,,
XT944P,1,Benzine,4.80,5.30,6.30,122,,69,78,6,715/2007*2016/646ZA,,0.00014,,103.00,,,3450,,,,,,,,,,,,,,,
H307SZ,1,Elektriciteit,,,,,,71,,Z,715/2007*2018/1832AX,,,,,29.00,,,,,,,,159.00,455,615,,,,,,150.00,
88MLTG,1,Benzine,,,,,,78,92,,,,,,110.00,,,4750,,,,,,,,,,,,,,,
H382SV,1,Elektriciteit,,,,,,66,,Z,715/2007*2017/1347AX,,,,,90.00,,,,,,,,206.00,270,389,,,,,85.00,110.00,
H338KJ,1,Benzine,4.10,3.90,3.50,87,,67,68,6,715/2007*2016/646W,,,,72.00,,,2500,,,,,,,,,,,,,,,
DZL49F,1,Benzine,,,,,,66,76,,"EU no 134/2014 as amended 2016/1824",,,,1.80,,,3250,,,,,,,,,,,,,,,
DZK01Z,1,Elektriciteit,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,
H787NV,1,Benzine,4.20,4.90,6.10,114,,73,79,5,715/2007*566/2011J,,,,63.00,,,3750,,,,,,,,,,,,,,,
H413SB,1,Benzine,,,,143,,72,83,4,,,,,68.00,,,4350,,,,,,,,,,,,,,,
DXD59S,1,Benzine,,,,,,66,75,,134/2014*2016/1824A1,,,,1.50,,,3000,,,,,,,,,,,,,,,
DVL58H,1,Elektriciteit,,,,,,,,,,,,,,1.20,,,,,,,,,,,,,,,,,
H714TB,1,Benzine,,6.80,,155,,72,89,6,715/2007*2018/1832DG,,,,132.00,,,3750,,,,,,,,,,,,,,,
DXG67N,1,Diesel,,,,,,72,79,,,,,,6.00,,,2400,,,,,,,,,,,,,,,
H615RX,1,Benzine,8.50,11.10,15.60,266,,74,83,4,70/220*2003/76B,,,,154.00,,,3750,,,,,,,,,,,,,,,
DPH89R,1,Benzine,,3.60,,82,,66,76,,134/2014*2016/1824,,,,2.20,,,3250,,,,,,,,,,,,,,,
H309SZ,1,Elektriciteit,,,,,,71,,Z,715/2007*2018/1832AX,,,,,29.00,,,,,,,,159.00,455,615,,,,,,150.00,
65MFDK,1,Benzine,,,,,,,90,,,,,,70.00,,,4750,,,,,,,,,,,,,,,
H295JL,1,Benzine,5.50,6.70,8.80,158,,71,77,5,715/2007*566/2011J,,,,103.00,,,3750,,,,,,,,,,,,,,,
VFN66H,1,Diesel,5.30,5.80,6.70,153,,73,79,6,715/2007*2015/45W,,0.00047,,120.00,,0.52,2850,,,,,,,,,,,,,,,
LSBP90,2,LPG,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
85MLSR,1,Benzine,,,,,,72,87,,,,,,72.00,,,4500,,,,,,,,,,,,,,,
H283SR,1,Elektriciteit,,,,,,70,,Z,715/2007*2017/1347AX,,,,,65.00,,,,,,,,166.00,530,635,,,,,,158.00,
H565RP,1,Benzine,4.30,4.60,5.10,105,,70,80,6,715/2007*2018/1832DG,,,,59.00,,,3750,,113,,5.00,,,,,,,,,,,
H801SX,1,Benzine,4.30,4.90,5.90,115,,74,81,4,70/220*2003/76B,,,,55.00,,,4500,,,,,,,,,,,,,,,
73BJD8,1,Diesel,,,,,,78,86,6,,595/2009*627/2014A,,,130.00,,,1650,,,,,,,,,,,,,,,
DZK68D,1,Elektriciteit,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,
H436TJ,1,Benzine,3.80,4.40,5.50,101,,69,76,6,715/2007*2016/646W,,,,44.00,,,3800,,,,,,,,,,,,,,,
H299TB,2,Benzine,3.90,4.10,4.60,94,,66,74,6,715/2007*2018/1832DG,,,,66.00,,,3750,,113,,5.00,,,,,,,,,,,NOVC-HEV
47MKVS,1,Benzine,,,,,,73,85,,134/2014*2018/295A1,,,,17.50,,,4125,,,,,,,,,,,,,,,
H310SZ,1,Elektriciteit,,,,,,71,,Z,715/2007*2018/1832AX,,,,,29.00,,,,,,,,159.00,455,615,,,,,,150.00,
20MLTK,1,Benzine,,,,,,73,83,,"(EU) 134/2014*(EU) 2016/1824",,,,11.10,,,4000,,,,,,,,,,,,,,,
31MLTK,1,Benzine,,,,,,76,97,,,,,,127.00,,,4433,,,,,,,,,,,,,,,
H581TG,1,Benzine,4.70,5.90,8.20,139,,71,86,5,715/2007*630/2012J,,0.00060,,147.00,,,3750,,,,,,,,,,,,,,,
DZL80B,1,Elektriciteit,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,
DZG27T,1,Elektriciteit,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,,,,
DTP70L,1,Benzine,,3.60,,82,,66,76,,134/2014*2016/1824,,,,2.20,,,3250,,,,,,,,,,,,,,,
H474TF,1,Elektriciteit,,,,,,,,6,715/2007*2018/1832DG,,,,,7.20,,,,,,,,,,,,,,,11.00,9.00,NOVC-HEV
VFX10F,1,Diesel,8.20,9.10,10.60,239,,77,85,6,715/2007*2016/646Y,,0.00129,,96.00,,0.40,2550,,,,,,,,,,,,,,,
DZK24S,1,Benzine,,,,,,66,77,,"EU no 134/2014 as amended 2018/295",,,,1.70,,,3250,,,,,,,,,,,,,,,
H593TF,1,Benzine,5.20,6.30,8.30,145,,70,73,5,715/2007*566/2011F,,,,86.00,,,3750,,,,,,,,,,,,,,,
11BPN2,1,Diesel,,,,,,77,96,6,,595/2009*2018/932D,,,315.00,,,1200,,,,,,,,,,,,,,,
VFZ71L,1,Benzine,5.90,6.70,8.00,156,,72,75,5,715/2007*195/2013L,,0.00246,,63.00,,,3600,,,,,,,,,,,,,,,
H589BZ,1,Benzine,4.10,4.70,5.80,110,,73,79,5,715/2007*692/2008F,,,,51.00,,,3750,,,,,,,,,,,,,,,
VFZ13S,1,Elektriciteit,,,,,,68,,Z,715/2007*2017/1347AX,,,,,51.00,,,,,,,,,,,,,,,,70.00,
G601XD,1,Benzine,4.90,5.50,6.60,129,,69,78,4,70/220*2003/76B,,,,74.00,,,3750,,,,,,,,,,,,,,,
H338TF,1,Benzine,4.30,5.00,6.20,115,,70,71,6,715/2007*136/2014W,,0.00021,,63.00,,,3750,,,,,,,,,,,,,,,
DZL25K,1,Benzine,,,,,,65,80,,"(EU) 218/295",,,,1.60,,,2750,,,,,,,,,,,,,,,
H938ND,1,Benzine,4.10,4.60,5.50,108,,70,83,4,70/220*2003/76B,,,,50.00,,,4500,,,,,,,,,,,,,,,
34BPL4,1,Diesel,,,,,,77,86,6,,595/2009*2018/932D,,,310.00,,,1200,,,,,,,,,,,,,,,
D051RX,1,Benzine,,,,,,,83,,,,,,1.24,,,3750,,,,,,,,,,,,,,,
H915RF,1,Benzine,3.30,3.30,3.10,75,,73,74,6,715/2007*2016/646W,,,,54.00,,,2500,,,,,,,,,,,,,,,NOVC-HEV
H531SZ,1,Diesel,3.70,4.10,4.90,106,,69,73,6,715/2007*136/2014W,,0.00005,,100.00,,0.50,2375,,,,,,,,,,,,,,,
H901TF,1,Benzine,4.70,5.10,5.80,116,,71,74,6,715/2007*2018/1832AM,,0.00077,,96.00,,,3750,,159,,7.00,,,,,,,,,,,
H602TK,1,Benzine,4.60,5.40,6.90,126,,72,77,5,715/2007*630/2012J,,0.00156,,90.00,,,3750,,,,,,,,,,,,,,,
H441SV,1,Elektriciteit,,,,,,,,6,,,,,,65.00,,,,,,,,,,,,,,,65.00,135.00,NOVC-HEV
H448TJ,1,Benzine,5.40,6.60,8.70,157,,74,87,4,70/220*2003/76B,,,,80.00,,,4500,,,,,,,,,,,,,,,
DZK12S,1,Benzine,,,,,,66,78,,"EU no 134/2014 as amended 2016/1824",,,,1.70,,,3250,,,,,,,,,,,,,,,
DZJ51T,1,Benzine,,,,,,66,78,,97/24*2006/27/5,,,,1.10,,,2750,,,,,,,,,,,,,,,
DZK55D,1,Elektriciteit,,,,,,59,,,,,,,,1.00,,,,,,,,,,,,,,,,,
VFZ64S,1,Diesel,9.40,10.20,11.70,269,,75,76,5,715/2007*2015/45M,,0.00138,,90.00,,0.50,2625,,,,,,,,,,,,,,,
H225TD,1,Benzine,3.70,4.10,4.90,96,,69,76,6,715/2007*2016/646W,,,,44.00,,,3800,,,,,,,,,,,,,,,
H491TH,1,Benzine,,,,,,80,89,,"(EU) 134/2014+ Amendment Reg.",,,,61.10,,,2800,,,,,,,,,,,,,,,
5TLP89,1,Benzine,6.50,8.20,11.20,194,,74,99,5,715/2007*459/2012J,,0.00200,,257.00,,,3750,,,,,,,,,,,,,,,
H934SZ,1,Benzine,4.20,4.80,5.80,110,,67,73,6,715/2007*2016/646W,,0.00218,,92.00,,,3750,,,,,,,,,,,,,,,
DXS37Z,1,Benzine,,,,,,66,81,,134/2014*2018/295A1,,,,1.50,,,3125,,,,,,,,,,,,,,,
DZL57B,1,Benzine,,,,,,66,81,,168/2013/EU*134/2014/EU,,,,1.50,,,3125,,,,,,,,,,,,,,,
H577SP,1,Benzine,,,,254,,74,87,3,,,,,160.00,,,4275,,,,,,,,,,,,,,,
VFX17B,1,Diesel,8.40,10.10,13.00,263,,75,81,6,,595/2009*64/2012A,,,140.00,,,2850,,,,,,,,,,,,,,,
DZL12P,1,Benzine,,,,,,65,80,,"(EU) No 134/2014",,,,1.60,,,2750,,,,,,,,,,,,,,,
XJ595K,1,Diesel,6.30,6.80,7.70,177,,71,,6,715/2007*2015/45W,,0.00014,,110.00,,0.50,,,,,,,,,,,,,,,,
H406TH,1,Benzine,,,,,,79,83,,"Reg.(EU) 134/2014 amend. Reg.(EU)",,,,37.30,,,2750,,,,,,,,,,,,,,,
H647PJ,1,Benzine,4.20,5.20,7.00,122,,71,77,6,715/2007*136/2014W,,,,73.60,,,3750,,,,,,,,,,,,,,,
00BPK1,1,Diesel,,,,,,80,92,6,,595/2009*2018/932D,,,382.00,,,1425,,,,,,,,,,,,,,,
H262HG,1,Benzine,,,,258,,71,77,4,,,,,188.00,,,4875,,,,,,,,,,,,,,,
H238ST,1,Diesel,8.90,9.50,10.50,249,,71,81,6,,595/2009*2018/932D,,,140.00,,,2850,,,,,,,,,,,,,,,
H857NK,1,Benzine,6.80,9.20,13.30,220,,74,77,4,70/220*2003/76B,,,,103.00,,,3750,,,,,,,,,,,,,,,
H981TG,2,Elektriciteit,,,,,,67,,6,715/2007*2018/1832DG,,,,,48.00,,,,,,,,,,,,,,,48.00,105.00,OVC-HEV
H971TG,1,Benzine,4.70,5.60,7.20,130,,73,75,6,715/2007*136/2014W,,0.00032,,115.00,,,3750,,,,,,,,,,,,,,,
H071TD,1,Elektriciteit,,,,,,,,6,,,,,,37.00,,,,,,,,,,,,,,,37.00,53.00,NOVC-HEV
DZK63N,1,Benzine,,,,,,65,78,,97/24*2006/27/5,,,,1.30,,,2750,,,,,,,,,,,,,,,
H974TJ,1,Benzine,4.00,4.30,4.60,99,,72,83,5,715/2007*692/2008F,,,,52.00,,,3500,,,,,,,,,,,,,,,
H953ND,1,Benzine,4.30,4.90,5.90,114,,74,81,6,715/2007*136/2014W,,0.00027,,75.00,,,3750,,,,,,,,,,,,,,,
DZL79G,1,Benzine,,,,,,66,77,,97/24*2006/27/5,,,,2.00,,,3500,,,,,,,,,,,,,,,
H565TK,1,Benzine,4.10,4.70,5.80,109,,70,75,6,715/2007*136/2014W,,0.00016,,81.00,,,3750,,,,,,,,,,,,,,,
H214SF,1,Benzine,4.60,5.60,7.30,134,,72,79,4,70/220*2003/76B,,,,44.00,,,4200,,,,,,,,,,,,,,,
